tax_id,parent_id,name,rank,symbol,scientific_name_with_author,author
722797,722775,Rhipsalidopsis rosea,species,,,
722798,154429,Rhipsalis agudoensis,species,,,
722799,154429,Rhipsalis baccifera,species,,,
722800,722799,Rhipsalis baccifera subsp. baccifera,subspecies,,,
722801,722799,Rhipsalis baccifera subsp. erythrocarpa,subspecies,,,
722802,722799,Rhipsalis baccifera subsp. hileiabaiana,subspecies,,,
722804,722799,Rhipsalis baccifera subsp. shaferi,subspecies,,,
722803,722799,Rhipsalis baccifera subsp. horrida,subspecies,,,
722805,154429,Rhipsalis burchellii,species,,,
722806,154429,Rhipsalis campos-portoana,species,,,
722807,154429,Rhipsalis cereoides,species,,,
722808,154429,Rhipsalis cereuscula,species,,,
722809,154429,Rhipsalis cf. floccosa Braun 878,species,,,
722810,154429,Rhipsalis cf. lindbergiana Uebelmann 1004,species,,,
722811,2641517,Rhipsalis sp. Rauh 67562,species,,,
722813,154429,Rhipsalis clavata,species,,,
722812,2641517,Rhipsalis sp. Braun 879,species,,,
722816,154429,Rhipsalis crispata,species,,,
722817,154429,Rhipsalis dissimilis,species,,,
722820,154429,Rhipsalis elliptica,species,,,
722821,154429,Rhipsalis ewaldiana,species,,,
722823,154430,Rhipsalis floccosa subsp. oreophila,subspecies,,,
722824,154430,Rhipsalis floccosa subsp. pulvinigera,subspecies,,,
722825,154430,Rhipsalis floccosa subsp. tucumanensis,subspecies,,,
722822,154430,Rhipsalis floccosa subsp. hohenauensis,subspecies,,,
722826,154429,Rhipsalis goebeliana,species,,,
722827,154429,Rhipsalis grandiflora,species,,,
1927053,867468,Pilosocereus albisummus,species,,,
1927054,1146924,Pilosocereus aurisetus subsp. aurilanatus,subspecies,,,
1927055,867468,Pilosocereus azulensis,species,,,
1927056,867468,Pilosocereus brasiliensis,species,,,
1927057,867468,Pilosocereus catingicola,species,,,
1927058,1927057,Pilosocereus catingicola subsp. salvadorensis,subspecies,,,
1927059,867468,Pilosocereus chrysostele,species,,,
1927060,1927059,Pilosocereus chrysostele subsp. cearensis,subspecies,,,
1927061,867468,Pilosocereus collinsii,species,,,
1927062,867468,Pilosocereus densiareolatus,species,,,
1927063,867468,Pilosocereus flavipulvinatus,species,,,
722831,154429,Rhipsalis micrantha,species,,,
1927065,867468,Pilosocereus fulvilanatus,species,,,
722841,154429,Rhipsalis pacheco-leonis,species,,,
722842,722841,Rhipsalis pacheco-leonis subsp. catenulata,subspecies,,,
1927068,867468,Pilosocereus magnificus,species,,,
1927069,867468,Pilosocereus multicostatus,species,,,
1927070,1277292,Pilosocereus pachycladus subsp. pernambucoensis,subspecies,,,
1927071,867468,Pilosocereus pentaedrophorus,species,,,
1927072,1927071,Pilosocereus pentaedrophorus subsp. robustus,subspecies,,,
722843,154429,Rhipsalis pachyptera,species,,,
722844,400683,Rhipsalis paradoxa subsp. septentrionalis,subspecies,,,
1927073,867468,Pilosocereus pusillibaccatus,species,,,
1927074,867468,Pilosocereus quadricentralis,species,,,
1927075,867468,Pilosocereus splendidus,species,,,
1927078,1927077,Stephanocereus leucostele,species,,,
722849,154429,Rhipsalis russellii,species,,,
722850,154429,Rhipsalis sulcata,species,,,
722855,154429,Rhipsalis trigona,species,,,
722861,154429,Rhipsalis lindbergiana,species,,,
1591212,154429,Rhipsalis flagelliformis,species,,,
722856,3594,Schlumbergera russelliana,species,,,
722857,3594,Schlumbergera kautskyi,species,,,
722858,3594,Schlumbergera microsphaerica,species,,,
722859,3594,Schlumbergera orssichiana,species,,,
722860,3594,Schlumbergera opuntioides,species,,,
2893845,432461,Cipocereus pusilliflorus,species,,,
2893849,432447,Cleistocactus hyalacanthus,species,,,
1198106,2637721,Opuntia sp. MCCPL-2012,species,,,
2893863,130106,Corryocactus squarrosus,species,,,
2566203,2566204,Cereus sp. Dexter et al. 6201a,species,,,
2820189,154412,Frailea castanea,species,,,
911489,911490,Lymanbensonia brevispina,species,,,
911492,153889,Pfeiffera asuntapatensis,species,,,
911493,153889,Pfeiffera boliviana,species,,,
911494,153889,Pfeiffera paranganiensis,species,,,
3344549,3344548,Turbinicarpus sp. RL-2024a,species,,,
1550511,1548873,Echinocereus chisosensis subsp. fobeanus,subspecies,,,
1550512,867007,Echinocereus ferreirianus subsp. lindsayi,subspecies,,,
1550513,867025,Echinocereus pulchellus subsp. weinbergii,subspecies,,,
1550514,1262547,Echinocereus stolonifer subsp. tayopensis,subspecies,,,
1550515,1548880,Echinocereus viridiflorus subsp. cylindricus,subspecies,,,
2721994,106975,Opuntia undulata,species,,,
3344587,153833,Acanthocalycium leucanthum,species,,,
1001083,153845,Cereus spegazzinii,species,,,
3344618,432463,Melocactus azureus,species,,,
3344619,432463,Melocactus braunii,species,,,
3344620,432463,Melocactus brederooanus,species,,,
3344621,432463,Melocactus longicarpus,species,,,
3344622,432463,Melocactus estevesii,species,,,
3344623,432463,Melocactus inconcinnus,species,,,
3344624,432463,Melocactus neoviridescens,species,,,
2935028,701510,Cylindropuntia bernardina,species,,,
2935031,866981,Cylindropuntia ganderi subsp. ganderi,subspecies,,,
2935032,701510,Cylindropuntia calmalliana,species,,,
2935033,701510,Cylindropuntia caribaea,species,,,
2935034,701510,Cylindropuntia cedrosensis,species,,,
2935035,701510,Cylindropuntia fosbergii,species,,,
2935036,866981,Cylindropuntia ganderi subsp. catavinensis,subspecies,,,
2935037,393614,Grusonia densispina,species,,,
2935038,393614,Grusonia wrightiana,species,,,
1048627,866969,Coryphantha robustispina subsp. robustispina,subspecies,,,
3344647,432464,Melocactus oreas subsp. cremnophilus,subspecies,,,
338184,106975,Opuntia cochenillifera,species,,,
3344648,432463,Melocactus schatzlii,species,,,
3344649,2944982,Melocactus violaceus subsp. margaritaceus,subspecies,,,
3344651,432452,Discocactus zehntneri subsp. zehntneri,subspecies,,,
3344650,2944982,Melocactus violaceus subsp. ritteri,subspecies,,,
1001085,153837,Armatocereus procerus,species,,,
2918707,223069,Marshallocereus aragonii subsp. aragonii,subspecies,,,
2918711,278499,Coryphantha elephantidens subsp. bumamma,subspecies,,,
2918712,130108,Coryphantha delaetiana,species,,,
2918713,278498,Coryphantha durangensis subsp. cuencamensis,subspecies,,,
2918714,130108,Coryphantha glassii,species,,,
2918715,130108,Coryphantha greenwoodii,species,,,
2918716,130108,Coryphantha hintoniorum,species,,,
2918717,130108,Coryphantha kracikii,species,,,
2918718,130108,Coryphantha potosiana,species,,,
2918719,130108,Coryphantha pseudonickelsiae,species,,,
2918720,866967,Coryphantha recurvata subsp. canatlanensis,subspecies,,,
2918721,130108,Coryphantha vaupeliana,species,,,
2918722,130120,Ferocactus recurvus,species,,,
2918723,130155,Neolloydia matehualensis,species,,,
2918724,130167,Sclerocactus warnockii,species,,,
1542480,572154,Maihueniopsis colorea,species,,,
1542481,2621951,Maihueniopsis sp. S-29/SAR 115.02,species,,,
1542482,2621951,Maihueniopsis sp. S-28/SAR 117.02,species,,,
2894205,432453,Espostoa blossfeldiorum,species,,,
2713995,130088,Acharagma aguirreanum,species,,,
2713996,2609180,Rapicactus beguinii subsp. hintoniorum,subspecies,,,
2713997,2609091,Rapicactus booleanus,species,,,
2713998,2609091,Rapicactus mandragora,species,,,
2713999,2609091,Rapicactus subterraneus,species,,,
2714000,2609091,Rapicactus zaragosae,species,,,
2714001,130167,Sclerocactus scheeri,species,,,
2714002,130175,Strombocactus corregidorae,species,,,
2714003,130181,Turbinicarpus bonatzii,species,,,
2714004,130181,Turbinicarpus graminispinus,species,,,
2714005,130181,Turbinicarpus hoferi,species,,,
2714006,130181,Turbinicarpus jauernigii,species,,,
2714007,130181,Turbinicarpus macrochele,species,,,
2714009,130181,Turbinicarpus nieblae,species,,,
2714010,130181,Turbinicarpus rioverdensis,species,,,
2714011,130181,Turbinicarpus roseiflorus,species,,,
2714008,2714007,Turbinicarpus macrochele subsp. frailensis,subspecies,,,
2714012,867545,Turbinicarpus saueri subsp. knuthianus,subspecies,,,
2714013,867545,Turbinicarpus saueri subsp. ysabelae,subspecies,,,
2714014,130184,Turbinicarpus schmiedickeanus subsp. andersonii,subspecies,,,
2714015,130184,Turbinicarpus schmiedickeanus subsp. flaviflorus,subspecies,,,
2714016,130184,Turbinicarpus schmiedickeanus subsp. gracilis,subspecies,,,
2714018,130184,Turbinicarpus schmiedickeanus subsp. rubriflorus,subspecies,,,
2714019,130184,Turbinicarpus schmiedickeanus subsp. schwarzii,subspecies,,,
2714020,867550,Turbinicarpus viereckii subsp. major,subspecies,,,
308225,153845,Cereus fernambucensis,species,,,
2714022,2714021,Kadenicarpus horripilus,species,,,
2714023,2714021,Kadenicarpus pseudomacrochele,species,,,
2714024,2714023,Kadenicarpus pseudomacrochele subsp. krainzianus,subspecies,,,
2714025,2714023,Kadenicarpus pseudomacrochele subsp. minimus,subspecies,,,
362977,130096,Astrophytum asterias,species,,,
2042389,130108,Coryphantha alversonii,species,,,
182819,154412,Frailea friedrichii,species,,,
182820,153855,Eriosyce umadeave,species,,,
182821,130161,Parodia schumanniana,species,,,
182822,130161,Parodia lenninghausii,species,,,
182823,130161,Parodia tenuicylindrica,species,,,
182824,130161,Parodia mammulosa,species,,,
182825,130161,Parodia scopa,species,,,
182826,130161,Parodia rudibuenekeri,species,,,
182827,130161,Parodia horstii,species,,,
182828,130161,Parodia langsdorffii,species,,,
182829,130161,Parodia erinaceus,species,,,
182830,130161,Parodia stuemeri,species,,,
182831,130161,Parodia subterranea,species,,,
182832,130161,Parodia ayopayana,species,,,
182833,130161,Parodia formosa,species,,,
182834,130161,Parodia chrysacanthion,species,,,
2894417,153876,Micranthocereus dolichospermaticus,species,,,
2894418,153876,Micranthocereus polyanthus,species,,,
2894419,153876,Micranthocereus purpureus,species,,,
2042456,130167,Sclerocactus polyancistrus,species,,,
412453,106975,Opuntia echios,species,,,
3033946,2634194,Selenicereus sp. 'fenhonglong',species,,,
2321253,153841,Browningia altissima,species,,,
2894700,153898,Trichocereus macrogonus,species,,,
2321266,2566204,Cereus sp. AC-2018,species,,,
1149811,1149777,Cactaceae sp. BPS-2012,species,,,
2321269,2800461,Borzicactus tenuiserpens,species,,,
1756022,2920869,Xiquexique gounellei,species,,,
3050397,867006,Echinocereus fendleri subsp. rectispinus,subspecies,,,
732118,154429,Rhipsalis cuneata,species,,,
1813479,3594,Schlumbergera bridgesii,species,,,
764921,2637721,Opuntia sp. Qiu 05020,species,,,
1240062,153864,Gymnocalycium acorrugatum,species,,,
1240063,153864,Gymnocalycium affine,species,,,
1240064,153864,Gymnocalycium berchtii,species,,,
1240066,153864,Gymnocalycium esperanzae,species,,,
1240067,153864,Gymnocalycium lukasikii,species,,,
1240068,1240067,Gymnocalycium lukasikii subsp. emilii,subspecies,,,
1240069,1240067,Gymnocalycium lukasikii subsp. lukasikii,subspecies,,,
1240070,153864,Gymnocalycium morroense,species,,,
1240071,153864,Gymnocalycium nataliae,species,,,
1240072,153864,Gymnocalycium nigriareolatum,species,,,
1240074,153864,Gymnocalycium poeschlii,species,,,
1240075,762178,Gymnocalycium riojense subsp. riojense,subspecies,,,
1240077,2626118,Gymnocalycium sp. 'sanluisense',species,,,
1240078,153864,Gymnocalycium taningaense,species,,,
1240079,1240078,Gymnocalycium taningaense subsp. taningaense,subspecies,,,
1240081,153864,Gymnocalycium walteri,species,,,
1354779,1170777,Arthrocereus glaziovii,species,,,
1354780,432447,Cleistocactus ritteri,species,,,
1354781,432447,Cleistocactus samaipatanus,species,,,
265243,130139,Mammillaria tonalensis,species,,,
1354783,1217521,Facheiroa squamosa,species,,,
1354784,944767,Jasminocereus thouarsii,species,,,
1354785,432463,Melocactus zehntneri,species,,,
1354786,153878,Neoraimondia aticensis,species,,,
1354787,867468,Pilosocereus floccosus,species,,,
1354788,867468,Pilosocereus rosae,species,,,
1354789,432459,Rebutia spinosissima,species,,,
1354790,1001073,Weberbauerocereus longicomus,species,,,
1354793,1354792,Brachycereus nesioticus,species,,,
2894900,153847,Coleocephalocereus aureus,species,,,
1354805,1217519,Lasiocereus rupicola,species,,,
1354807,1354806,Brasilicereus markgrafii,species,,,
2108475,223052,Cephalocereus sanchezmejoradae,species,,,
2108476,171975,Neobuxbaumia squamulosa,species,,,
732230,154430,Rhipsalis floccosa subsp. floccosa,subspecies,,,
928853,130120,Ferocactus hamatacanthus,species,,,
1677699,154416,Copiapoa atacamensis,species,,,
1677700,154416,Copiapoa calderana,species,,,
1903713,432463,Melocactus conoideus,species,,,
1677701,154416,Copiapoa cinerea,species,,,
1677702,1677701,Copiapoa cinerea subsp. cinerea,subspecies,,,
1677703,1677701,Copiapoa cinerea subsp. columna-alba,subspecies,,,
1677704,1677701,Copiapoa cinerea subsp. krainziana,subspecies,,,
371859,106975,Opuntia ficus-indica,species,,,
1677717,1001091,Copiapoa humilis subsp. tenuissima,subspecies,,,
1677718,1001091,Copiapoa humilis subsp. tocopillana,subspecies,,,
1677719,1001091,Copiapoa humilis subsp. variispinata,subspecies,,,
2870468,2634194,Selenicereus sp. ZW-2021,species,,,
2687228,153847,Coleocephalocereus purpureus,species,,,
2493699,1001073,Weberbauerocereus winterianus,species,,,
2687231,223052,Cephalocereus parvispinus,species,,,
1262545,130108,Coryphantha chlorantha,species,,,
183649,2800775,Leucostele chiloensis,species,,,
183650,130161,Parodia alacriportana,species,,,
1112764,106983,Pterocactus tuberosus,species,,,
1112766,308217,Tephrocactus molinensis,species,,,
2944407,2800461,Borzicactus leonensis,species,,,
2944408,153867,Haageocereus pseudomelanostele subsp. chryseus,subspecies,,,
2944409,154425,Matucana hoxeyi,species,,,
2944413,2800461,Borzicactus fieldianus,species,,,
2944414,2800461,Borzicactus hutchisonii,species,,,
2944415,1001086,Borzicactus icosagonus subsp. roseiflorus,subspecies,,,
2944416,2800461,Borzicactus neoroezlii,species,,,
2944417,2800461,Borzicactus plagiostoma,species,,,
2944418,2800461,Borzicactus purpureus,species,,,
2944419,2800461,Borzicactus samnensis,species,,,
2944420,2800461,Borzicactus tesselatus,species,,,
2944430,432447,Cleistocactus brookeae,species,,,
2944431,432447,Cleistocactus morawetzianus,species,,,
2944432,432453,Espostoa calva,species,,,
2944433,432453,Espostoa cremnophila,species,,,
2944434,432453,Espostoa frutescens,species,,,
2944435,432453,Espostoa huanucoensis,species,,,
2944436,432453,Espostoa hylaea,species,,,
2944437,432453,Espostoa mirabilis,species,,,
2944438,432453,Espostoa procera,species,,,
2944439,432453,Espostoa ruficeps,species,,,
2944440,432453,Espostoa superba,species,,,
2944441,432453,Espostoa utcubambensis,species,,,
1109431,1959132,Deamia testudo,species,,,
2944444,153866,Haageocereus australis,species,,,
2944445,153866,Haageocereus chalaensis,species,,,
2944446,153866,Haageocereus platinospinus,species,,,
2944447,153866,Haageocereus pluriflorus,species,,,
2944448,153866,Haageocereus pseudoversicolor,species,,,
2944449,153866,Haageocereus turbidus,species,,,
2944450,153866,Haageocereus versicolor,species,,,
2944451,2800776,Loxanthocereus aticensis,species,,,
2944452,2800776,Loxanthocereus convergens,species,,,
2944453,2800776,Loxanthocereus gracilis,species,,,
2944454,2800776,Loxanthocereus hoffmannii,species,,,
2944455,2800776,Loxanthocereus otuscensis,species,,,
2944456,2800776,Loxanthocereus pachycladus,species,,,
2944457,2800776,Loxanthocereus riomajensis,species,,,
2944458,2800776,Loxanthocereus sulcifer,species,,,
2944459,2800776,Loxanthocereus xylorhizus,species,,,
2944460,154425,Matucana celendinensis,species,,,
2944461,154425,Matucana hastifera,species,,,
2944462,154425,Matucana huagalensis,species,,,
2944463,154425,Matucana klopfensteinii,species,,,
2944464,154425,Matucana pallarensis,species,,,
2944465,154425,Matucana rebutiiflora,species,,,
2944466,154425,Matucana ritteri,species,,,
2944467,154425,Matucana tuberculata,species,,,
2944468,154425,Matucana yanganucensis,species,,,
2944469,176267,Mila nealeana,species,,,
2944470,2944429,Morawetzia doelziana,species,,,
2944471,2944429,Morawetzia sericata,species,,,
2944472,153882,Oreocereus ritteri,species,,,
2944473,432457,Oroya borchersii,species,,,
2944474,432457,Oroya gibbosa,species,,,
2944475,1001071,Pygmaeocereus familiaris,species,,,
2944476,2800777,Thrixanthocereus cullmannianus,species,,,
2895319,154412,Frailea chiquitana,species,,,
2944478,1001073,Weberbauerocereus albus,species,,,
2944479,1001073,Weberbauerocereus cuzcoensis,species,,,
2944480,1001073,Weberbauerocereus rauhii,species,,,
2944481,1001086,Borzicactus icosagonus subsp. icosagonus,subspecies,,,
2944484,2944425,Arequipa spinosissima,species,,,
2944486,2800780,Loxanthocereus sp. Hoxey PH627.02,species,,,
515226,106975,Opuntia robusta,species,,,
2944487,2800782,Matucana sp. G. Charles GC1216.01,species,,,
2944488,2800785,Samaipaticereus sp. Hoxey PH1023.02,species,,,
2944490,2944489,Haageocereus sp. Hoxey PH764.07,species,,,
2944491,2800778,Lobivia sp. 29,species,,,
2944492,2800782,Matucana sp. Hoxey PH373.01,species,,,
2944493,2800782,Matucana sp. Hoxey PH383.01,species,,,
2944497,2944496,Soehrensia sp. 61,species,,,
2944498,2944496,Soehrensia sp. Hoxey PH722.01,species,,,
2944494,2800782,Matucana sp. G. Charles GC1238.01,species,,,
2608646,154405,Austrocylindropuntia verschaffeltii,species,,,
2608647,308213,Brasiliopuntia schulzii,species,,,
2608650,572154,Maihueniopsis bonnieae,species,,,
2608649,572154,Maihueniopsis recurvata,species,,,
3597,3596,Pereskia aculeata,species,,,
336129,336100,Peniocereus cuixmalensis,species,,,
2608652,308217,Tephrocactus geometricus,species,,,
2608653,308217,Tephrocactus halophilus,species,,,
2608654,308217,Tephrocactus paediophilus,species,,,
336130,336100,Peniocereus fosterianus,species,,,
1330711,83432,Strophocactus wittii subsp. ericii,subspecies,,,
336131,336100,Peniocereus greggii,species,,,
2485786,130110,Echinocactus horizonthalonius x Echinocactus platyacanthus,species,,,
336132,336131,Peniocereus greggii subsp. greggii,subspecies,,,
2797086,106975,Opuntia atropes,species,,,
336134,336100,Peniocereus hirschtianus,species,,,
336135,336100,Peniocereus johnstonii,species,,,
1962731,106975,Opuntia cf. laevis FOS-2017,species,,,
2485807,432451,Discocactus bahiensis,species,,,
336136,336100,Peniocereus lazaro-cardenasii,species,,,
1125938,83431,Selenicereus costaricensis,species,,,
2485809,866995,Homalocephala polycephala subsp. polycephala,subspecies,,,
2485810,866995,Homalocephala polycephala subsp. xeranthemoides,subspecies,,,
2485808,130112,Echinocactus horizonthalonius subsp. nicholii,subspecies,,,
336140,336100,Peniocereus marnierianus,species,,,
336141,153835,Acanthocereus oaxacensis,species,,,
336142,336100,Peniocereus rosei,species,,,
336144,2635530,Peniocereus sp. Guzman 957,species,,,
336145,336100,Peniocereus striatus,species,,,
336146,336100,Peniocereus tepalcatepecanus,species,,,
336147,336100,Peniocereus viperinus,species,,,
336148,336100,Peniocereus zopilotensis,species,,,
336150,1959132,Deamia chontalensis,species,,,
2887291,2634194,Selenicereus sp. 1 TGH-2021,species,,,
336151,83431,Selenicereus grandiflorus,species,,,
2887292,2634194,Selenicereus sp. 2 TGH-2021,species,,,
2887293,2634194,Selenicereus sp. 3 TGH-2021,species,,,
336152,83431,Selenicereus hamatus,species,,,
1937027,154429,Rhipsalis aff. baccifera NK-2017,species,,,
336153,171972,Stenocereus alamosensis,species,,,
1969801,2640321,Disocactus sp. MACE-2017,species,,,
336154,171972,Stenocereus beneckei,species,,,
336155,171972,Stenocereus chacalapensis,species,,,
336156,171972,Stenocereus griseus,species,,,
336157,171972,Stenocereus gummosus,species,,,
336158,171972,Stenocereus kerberi,species,,,
2231969,153855,Eriosyce duripulpa,species,,,
336159,171972,Stenocereus montanus,species,,,
336160,171972,Stenocereus peruvianus,species,,,
336161,171972,Stenocereus pruinosus,species,,,
1789616,153851,Disocactus ackermannii,species,,,
1789617,153851,Disocactus anguliger,species,,,
1789618,153851,Disocactus aurantiacus,species,,,
1789619,153851,Disocactus biformis,species,,,
336162,171972,Stenocereus queretaroensis,species,,,
1789620,153851,Disocactus crenatus,species,,,
1789621,153851,Disocactus eichlamii,species,,,
1789622,153851,Disocactus kimnachii,species,,,
1789623,153851,Disocactus lepidocarpus,species,,,
336163,171972,Stenocereus standleyi,species,,,
1789624,153851,Disocactus macranthus,species,,,
1789625,153851,Disocactus nelsonii,species,,,
1789626,153851,Disocactus quezaltecus,species,,,
1789627,866994,Disocactus speciosus subsp. cinnabarinus,subspecies,,,
1789629,866994,Disocactus speciosus subsp. heterodoxus,subspecies,,,
1789630,866994,Disocactus speciosus subsp. speciosus,subspecies,,,
1789632,866994,Disocactus speciosus subsp. bierianus,subspecies,,,
1789633,983927,Epiphyllum cartagense,species,,,
1789635,1548882,Epiphyllum hookeri subsp. pittieri,subspecies,,,
1789636,983927,Epiphyllum pumilum,species,,,
1789637,83431,Selenicereus purpusii,species,,,
446151,106975,Opuntia fragilis,species,,,
446152,106975,Opuntia humifusa,species,,,
1789639,1789610,Pseudorhipsalis himantoclada,species,,,
866967,130108,Coryphantha recurvata,species,,,
866968,130108,Coryphantha retusa,species,,,
866969,130108,Coryphantha robustispina,species,,,
866970,130108,Coryphantha salinensis,species,,,
866971,130108,Coryphantha tripugionacantha,species,,,
866972,130108,Coryphantha vogtherriana,species,,,
3141347,3141346,Pereskia sp.,species,,,
866973,130108,Coryphantha werdermannii,species,,,
866974,130108,Coryphantha wohlschlageri,species,,,
1277292,867468,Pilosocereus pachycladus,species,,,
2912030,153866,Haageocereus fascicularis,species,,,
866989,701510,Cylindropuntia tesajo,species,,,
1920824,154429,Rhipsalis barthlottii,species,,,
866993,153851,Disocactus martianus,species,,,
866994,153851,Disocactus speciosus,species,,,
866995,2767000,Homalocephala polycephala,species,,,
866997,153853,Echinocereus adustus,species,,,
866998,153853,Echinocereus barthelowanus,species,,,
866999,153853,Echinocereus berlandieri,species,,,
867000,153853,Echinocereus brandegeei,species,,,
867001,153853,Echinocereus bristolii,species,,,
867002,153853,Echinocereus cinerascens,species,,,
867003,153853,Echinocereus dasyacanthus,species,,,
867004,153853,Echinocereus engelmannii,species,,,
1249159,1149777,Cactaceae sp. OP54,species,,,
867005,153853,Echinocereus fasciculatus,species,,,
867006,153853,Echinocereus fendleri,species,,,
867007,153853,Echinocereus ferreirianus,species,,,
867008,153853,Echinocereus freudenbergeri,species,,,
867009,153853,Echinocereus grandis,species,,,
867010,153853,Echinocereus klapperi,species,,,
867011,153853,Echinocereus knippelianus,species,,,
867012,153853,Echinocereus laui,species,,,
867013,153853,Echinocereus longisetus,species,,,
867014,153853,Echinocereus mapimiensis,species,,,
867015,153853,Echinocereus maritimus,species,,,
3133372,130161,Parodia columnaris,species,,,
867016,153853,Echinocereus mombergerianus,species,,,
867017,153853,Echinocereus nicholii,species,,,
2944975,176261,Arrojadoa bahiensis,species,,,
2944976,176261,Arrojadoa dinae,species,,,
2944977,176261,Arrojadoa heimenii,species,,,
2944978,176261,Arrojadoa penicillata,species,,,
2944979,432451,Discocactus placentiformis,species,,,
2944980,432463,Melocactus concinnus,species,,,
2944981,432463,Melocactus salvadorensis,species,,,
2944982,432463,Melocactus violaceus,species,,,
2944983,153876,Micranthocereus estevesii,species,,,
2944984,153876,Micranthocereus flaviflorus,species,,,
2944985,130161,Parodia carambeiensis,species,,,
2944986,1927077,Stephanocereus luetzelburgii,species,,,
2609176,130116,Epithelantha potosina,species,,,
2609177,130116,Epithelantha pulchra,species,,,
929818,500323,Ariocarpus bravoanus subsp. bravoanus,subspecies,,,
929819,500323,Ariocarpus bravoanus subsp. hintonii,subspecies,,,
2609180,2609091,Rapicactus beguinii,species,,,
2609181,130116,Epithelantha cryptica,species,,,
2609182,130116,Epithelantha greggii,species,,,
2609183,130116,Epithelantha ilariae,species,,,
929822,130093,Ariocarpus furfuraceus,species,,,
929823,866925,Ariocarpus kotschoubeyanus subsp. albiflorus,subspecies,,,
929824,866925,Ariocarpus kotschoubeyanus subsp. kotschoubeyanus,subspecies,,,
2609187,130108,Coryphantha calipensis,species,,,
2609188,130116,Epithelantha pachyrhiza,species,,,
2609189,130116,Epithelantha polycephala,species,,,
2609190,130116,Epithelantha spinosior,species,,,
2609191,130118,Escobaria cubensis,species,,,
2609192,1417314,Escobaria missouriensis subsp. asperispina,subspecies,,,
2609193,153870,Leptocereus paniculatus,species,,,
2609194,130167,Sclerocactus mariposensis,species,,,
929826,130095,Ariocarpus retusus subsp. retusus,subspecies,,,
3043372,432463,Melocactus pachyacanthus,species,,,
3043373,3043372,Melocactus pachyacanthus subsp. pachyacanthus,subspecies,,,
3043374,153833,Acanthocalycium rhodotrichum,species,,,
3043375,176261,Arrojadoa marylaniae,species,,,
3043376,176261,Arrojadoa multiflora,species,,,
3043377,176261,Arrojadoa olsthoorniana,species,,,
3043378,1354806,Brasilicereus estevesii,species,,,
867038,130116,Epithelantha micromeris,species,,,
3043380,153845,Cereus lepidotus,species,,,
3043381,153845,Cereus phatnospermus,species,,,
3043382,153845,Cereus vargasianus,species,,,
3043383,432461,Cipocereus laniflorus,species,,,
3043384,432461,Cipocereus pleurocarpus,species,,,
3043385,153847,Coleocephalocereus braunii,species,,,
3043386,432451,Discocactus boliviensis,species,,,
3043387,432451,Discocactus diersianus,species,,,
3043388,432451,Discocactus ferricola,species,,,
867041,130118,Escobaria laredoi,species,,,
3043390,432451,Discocactus cangaensis,species,,,
3043391,153872,Lobivia ancistrophora,species,,,
3043392,432463,Melocactus deinacanthus,species,,,
3043393,432463,Melocactus ferreophilus,species,,,
3043394,432463,Melocactus levitestatus,species,,,
3043395,432463,Melocactus mazelianus,species,,,
3043396,432463,Melocactus sergipensis,species,,,
3043397,176261,Arrojadoa violaciflora,species,,,
3043398,867468,Pilosocereus mollispinus,species,,,
3043399,2944495,Soehrensia formosa,species,,,
3043400,153900,Uebelmannia buiningii,species,,,
3043402,3043401,Estevesia alex-bragae,species,,,
867042,2636432,Escobaria sp. H2193,species,,,
867044,130120,Ferocactus alamosanus,species,,,
867043,130108,Coryphantha vivipara,species,,,
867045,130120,Ferocactus chrysacanthus,species,,,
867046,130120,Ferocactus diguetii,species,,,
153885,130161,Parodia maassii,species,,,
867047,130120,Ferocactus echidne,species,,,
1003630,153845,Cereus peruvianus,species,,,
867054,130120,Ferocactus lindsayi,species,,,
176262,176261,Arrojadoa rhodantha,species,,,
176263,153845,Cereus aethiops,species,,,
176264,153868,Harrisia adscendens,species,,,
176265,83431,Selenicereus undatus,species,,,
176266,153870,Leptocereus quadricostatus,species,,,
176268,176267,Mila caespitosa,species,,,
176269,153878,Neoraimondia herzogiana,species,,,
176270,106975,Opuntia phaeacantha,species,,,
176271,183648,Echinopsis candicans,species,,,
867057,130120,Ferocactus pilosus,species,,,
867058,130120,Ferocactus pottsii,species,,,
946337,153864,Gymnocalycium alboareolatum,species,,,
946338,153864,Gymnocalycium angelae,species,,,
946339,153864,Gymnocalycium chiquitanum,species,,,
946340,153864,Gymnocalycium erolesii,species,,,
946341,153864,Gymnocalycium gibbosum,species,,,
946343,762158,Gymnocalycium monvillei subsp. achirasense,subspecies,,,
946345,153864,Gymnocalycium intertextum,species,,,
946346,153864,Gymnocalycium ochoterenae,species,,,
946348,153864,Gymnocalycium spegazzinii,species,,,
766221,701510,Cylindropuntia tunicata,species,,,
1028399,154430,Rhipsalis floccosa subsp. pittieri,subspecies,,,
1028400,722799,Rhipsalis baccifera subsp. mauritiana,subspecies,,,
2974011,2634194,Selenicereus sp. JL2,species,,,
1927064,1354787,Pilosocereus floccosus subsp. quadricostatus,subspecies,,,
2974012,2634194,Selenicereus sp. JL7,species,,,
246738,130139,Mammillaria elongata,species,,,
2974013,2634194,Selenicereus sp. CH1,species,,,
246739,130139,Mammillaria mazatlanensis,species,,,
2773311,106975,Opuntia huajuapensis,species,,,
1927067,867468,Pilosocereus glaucochrous,species,,,
